Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Bainbridge,Colman,00:00,00:03,00:35,06/08/2026,
Tacoma,Colman,Bainbridge,00:45,00:46,01:18,06/08/2026,
Tacoma,Bainbridge,Colman,01:25,01:25,01:57,06/08/2026,
Tacoma,Colman,Bainbridge,02:10,02:11,02:42,06/08/2026,
Tacoma,Bainbridge,Colman,05:20,05:20,05:55,06/08/2026,
Tacoma,Colman,Bainbridge,06:10,06:11,06:45,06/08/2026,
Tacoma,Bainbridge,Colman,07:05,07:07,07:40,06/08/2026,
Tacoma,Colman,Bainbridge,07:55,07:57,08:30,06/08/2026,
Tacoma,Bainbridge,Colman,08:45,08:46,09:19,06/08/2026,
Tacoma,Colman,Bainbridge,09:35,09:36,10:08,06/08/2026,
Tacoma,Bainbridge,Colman,10:25,10:26,10:59,06/08/2026,
Tacoma,Colman,Bainbridge,11:25,11:27,12:00,06/08/2026,
Tacoma,Bainbridge,Colman,12:20,12:21,12:53,06/08/2026,
Tacoma,Colman,Bainbridge,13:10,13:11,13:43,06/08/2026,
Tacoma,Bainbridge,Colman,14:05,14:06,14:39,06/08/2026,
Tacoma,Colman,Bainbridge,15:00,15:03,15:36,06/08/2026,
Tacoma,Bainbridge,Colman,15:50,15:58,16:26,06/08/2026,
Tacoma,Colman,Bainbridge,16:45,16:52,17:24,06/08/2026,
Tacoma,Bainbridge,Colman,17:35,17:44,18:15,06/08/2026,
Tacoma,Colman,Bainbridge,18:30,18:31,19:08,06/08/2026,
Tacoma,Bainbridge,Colman,19:20,19:21,19:52,06/08/2026,
Tacoma,Colman,Bainbridge,20:15,20:16,20:47,06/08/2026,
Tacoma,Bainbridge,Colman,21:00,21:01,21:31,06/08/2026,
Tacoma,Colman,Bainbridge,22:05,22:06,22:37,06/08/2026,
Tacoma,Bainbridge,Colman,05:20,05:23,05:54,06/09/2026,
