Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Suquamish,Mukilteo,Clinton,00:05,00:05,00:19,08/10/2026,
Suquamish,Clinton,Mukilteo,00:35,00:36,00:50,08/10/2026,
Suquamish,Mukilteo,Clinton,01:05,01:05,01:20,08/10/2026,
Suquamish,Clinton,Mukilteo,04:40,04:40,04:54,08/10/2026,
Suquamish,Mukilteo,Clinton,05:05,05:05,05:20,08/10/2026,
Suquamish,Clinton,Mukilteo,05:30,05:33,05:46,08/10/2026,
Suquamish,Mukilteo,Clinton,06:00,06:00,06:16,08/10/2026,
Suquamish,Clinton,Mukilteo,06:30,06:31,06:44,08/10/2026,
Suquamish,Mukilteo,Clinton,07:00,07:00,07:14,08/10/2026,
Suquamish,Clinton,Mukilteo,07:30,07:31,07:45,08/10/2026,
Suquamish,Mukilteo,Clinton,08:00,08:00,08:14,08/10/2026,
Suquamish,Clinton,Mukilteo,08:30,08:31,08:45,08/10/2026,
Suquamish,Mukilteo,Clinton,09:00,09:00,09:13,08/10/2026,
Suquamish,Clinton,Mukilteo,09:30,09:32,09:46,08/10/2026,
Suquamish,Mukilteo,Clinton,10:00,10:00,10:16,08/10/2026,
Suquamish,Clinton,Mukilteo,10:30,10:33,10:48,08/10/2026,
Suquamish,Mukilteo,Clinton,11:00,11:04,11:21,08/10/2026,
Suquamish,Clinton,Mukilteo,11:30,11:41,11:55,08/10/2026,
Suquamish,Mukilteo,Clinton,12:00,12:10,12:25,08/10/2026,
Suquamish,Clinton,Mukilteo,12:30,12:46,12:59,08/10/2026,
Suquamish,Mukilteo,Clinton,13:00,13:18,13:30,08/10/2026,
Suquamish,Clinton,Mukilteo,13:30,13:49,14:04,08/10/2026,
Suquamish,Mukilteo,Clinton,14:05,14:20,14:33,08/10/2026,
Suquamish,Clinton,Mukilteo,14:35,14:52,15:09,08/10/2026,
Suquamish,Mukilteo,Clinton,15:05,15:28,15:41,08/10/2026,
Suquamish,Clinton,Mukilteo,15:35,15:59,16:13,08/10/2026,
Suquamish,Mukilteo,Clinton,16:05,16:31,16:43,08/10/2026,
Suquamish,Clinton,Mukilteo,17:05,17:00,17:15,08/10/2026,
Suquamish,Mukilteo,Clinton,17:10,17:32,17:46,08/10/2026,
Suquamish,Clinton,Mukilteo,18:05,18:03,18:17,08/10/2026,
Suquamish,Mukilteo,Clinton,18:40,18:35,18:48,08/10/2026,
Suquamish,Clinton,Mukilteo,19:05,19:06,19:20,08/10/2026,
Suquamish,Mukilteo,Clinton,19:35,19:31,19:46,08/10/2026,
Suquamish,Clinton,Mukilteo,20:00,20:01,20:13,08/10/2026,
Suquamish,Mukilteo,Clinton,20:35,20:33,20:52,08/10/2026,
Suquamish,Clinton,Mukilteo,04:40,04:40,04:55,08/11/2026,
Suquamish,Mukilteo,Clinton,05:05,05:07,05:21,08/11/2026,
Suquamish,Clinton,Mukilteo,05:30,05:33,05:46,08/11/2026,
Suquamish,Mukilteo,Clinton,06:00,06:00,06:14,08/11/2026,
Suquamish,Clinton,Mukilteo,06:30,06:30,06:44,08/11/2026,
Suquamish,Mukilteo,Clinton,07:00,07:00,07:14,08/11/2026,
Suquamish,Clinton,Mukilteo,07:30,07:31,07:44,08/11/2026,
Suquamish,Mukilteo,Clinton,08:00,08:04,08:19,08/11/2026,
Suquamish,Clinton,Mukilteo,08:30,08:34,08:47,08/11/2026,
Suquamish,Mukilteo,Clinton,09:00,09:02,09:16,08/11/2026,
Suquamish,Clinton,Mukilteo,09:30,09:33,09:47,08/11/2026,
