Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
WallaWalla,Kingston,Edmonds,07:00,07:00,07:24,05/02/2026,
WallaWalla,Edmonds,Kingston,07:55,07:55,08:18,05/02/2026,
WallaWalla,Kingston,Edmonds,08:40,08:40,09:03,05/02/2026,
WallaWalla,Edmonds,Kingston,09:35,09:36,10:00,05/02/2026,
WallaWalla,Kingston,Edmonds,10:20,10:24,10:46,05/02/2026,
WallaWalla,Edmonds,Kingston,11:05,11:10,11:34,05/02/2026,
WallaWalla,Kingston,Edmonds,11:55,11:56,12:19,05/02/2026,
WallaWalla,Edmonds,Kingston,12:40,12:45,13:08,05/02/2026,
WallaWalla,Kingston,Edmonds,13:30,13:33,13:56,05/02/2026,
WallaWalla,Edmonds,Kingston,14:25,14:27,14:51,05/02/2026,
WallaWalla,Kingston,Edmonds,15:10,15:17,15:39,05/02/2026,
WallaWalla,Edmonds,Kingston,15:55,16:07,16:29,05/02/2026,
WallaWalla,Kingston,Edmonds,16:40,16:52,17:14,05/02/2026,
WallaWalla,Edmonds,Kingston,17:25,17:40,18:03,05/02/2026,
WallaWalla,Kingston,Edmonds,18:10,18:27,18:49,05/02/2026,
WallaWalla,Edmonds,Kingston,19:00,19:09,19:35,05/02/2026,
WallaWalla,Kingston,Edmonds,19:45,19:54,20:17,05/02/2026,
WallaWalla,Edmonds,Kingston,20:30,20:41,21:03,05/02/2026,
WallaWalla,Kingston,Edmonds,21:10,21:23,21:46,05/02/2026,
WallaWalla,Edmonds,Kingston,21:50,22:00,22:23,05/02/2026,
WallaWalla,Kingston,Edmonds,07:00,07:12,07:34,05/03/2026,
WallaWalla,Edmonds,Kingston,07:55,07:56,08:20,05/03/2026,
WallaWalla,Kingston,Edmonds,08:40,08:42,09:05,05/03/2026,
WallaWalla,Edmonds,Kingston,09:35,09:37,10:02,05/03/2026,
WallaWalla,Kingston,Edmonds,10:20,10:26,10:49,05/03/2026,
WallaWalla,Edmonds,Kingston,11:05,11:17,11:40,05/03/2026,
