Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Issaquah,Anacortes,Friday Harbor,04:05,04:05,05:12,03/20/2026,
Issaquah,Anacortes,Friday Harbor,10:30,10:33,11:42,03/21/2026,
