Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Pt. Defiance,Tahlequah,05:55,05:56,06:08,12/28/2025,
Salish,Tahlequah,Pt. Defiance,06:20,06:21,06:33,12/28/2025,
