Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Port Townsend,Keystone,06:30,06:30,06:58,05/23/2026,
Salish,Keystone,Port Townsend,07:15,07:15,07:43,05/23/2026,
Salish,Port Townsend,Keystone,08:00,08:01,08:27,05/23/2026,
Salish,Keystone,Port Townsend,08:45,08:45,09:12,05/23/2026,
Salish,Port Townsend,Keystone,09:30,09:32,09:59,05/23/2026,
Salish,Keystone,Port Townsend,10:15,10:18,10:46,05/23/2026,
Salish,Port Townsend,Keystone,11:00,11:01,11:28,05/23/2026,
Salish,Keystone,Port Townsend,11:45,11:46,12:12,05/23/2026,
Salish,Port Townsend,Keystone,12:30,12:30,12:56,05/23/2026,
Salish,Keystone,Port Townsend,13:15,13:15,13:41,05/23/2026,
Salish,Port Townsend,Keystone,14:00,14:00,14:27,05/23/2026,
Salish,Keystone,Port Townsend,14:45,14:45,15:11,05/23/2026,
Salish,Port Townsend,Keystone,15:30,15:30,15:57,05/23/2026,
Salish,Keystone,Port Townsend,16:15,16:16,16:46,05/23/2026,
Salish,Port Townsend,Keystone,17:15,17:15,17:43,05/23/2026,
Salish,Keystone,Port Townsend,18:00,18:01,18:33,05/23/2026,
Salish,Port Townsend,Keystone,18:45,18:45,19:13,05/23/2026,
Salish,Keystone,Port Townsend,19:30,19:31,20:03,05/23/2026,
Salish,Port Townsend,Keystone,20:30,20:30,20:57,05/23/2026,
Salish,Keystone,Port Townsend,21:10,21:11,21:42,05/23/2026,
Salish,Port Townsend,Keystone,22:00,21:59,22:27,05/23/2026,
Salish,Keystone,Port Townsend,22:40,22:40,23:12,05/23/2026,
Salish,Port Townsend,Keystone,06:30,06:31,06:59,05/24/2026,
Salish,Keystone,Port Townsend,07:15,07:15,07:43,05/24/2026,
Salish,Port Townsend,Keystone,08:00,08:00,08:28,05/24/2026,
Salish,Keystone,Port Townsend,08:45,08:45,09:12,05/24/2026,
Salish,Port Townsend,Keystone,09:30,09:31,10:00,05/24/2026,
