Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,05:50,05:58,06:39,07/07/2026,
Tillikum,Lopez,Shaw,06:40,06:52,07:11,07/07/2026,
Tillikum,Shaw,Orcas,07:05,07:15,07:23,07/07/2026,
Tillikum,Orcas,Friday Harbor,07:25,07:36,08:23,07/07/2026,
Tillikum,Friday Harbor,Lopez,08:35,08:50,09:33,07/07/2026,
Tillikum,Lopez,Shaw,09:25,09:59,10:18,07/07/2026,
Tillikum,Shaw,Orcas,09:50,10:22,10:32,07/07/2026,
Tillikum,Orcas,Friday Harbor,10:10,10:52,11:32,07/07/2026,
Tillikum,Friday Harbor,Shaw,11:20,11:47,12:45,07/07/2026,
Tillikum,Shaw,Orcas,12:15,12:53,13:01,07/07/2026,
Tillikum,Orcas,Lopez,12:35,13:13,13:30,07/07/2026,
Tillikum,Lopez,Friday Harbor,13:05,13:40,14:20,07/07/2026,
Tillikum,Friday Harbor,Lopez,14:20,14:36,15:15,07/07/2026,
Tillikum,Lopez,Shaw,15:10,15:25,15:43,07/07/2026,
Tillikum,Shaw,Orcas,15:35,15:48,15:55,07/07/2026,
Tillikum,Orcas,Shaw,16:00,16:10,16:22,07/07/2026,
Tillikum,Shaw,Lopez,16:15,16:29,16:45,07/07/2026,
Tillikum,Lopez,Friday Harbor,16:45,16:58,17:41,07/07/2026,
Tillikum,Friday Harbor,Orcas,17:50,18:00,18:38,07/07/2026,
Tillikum,Orcas,Shaw,19:00,19:00,19:07,07/07/2026,
Tillikum,Shaw,Lopez,19:15,19:15,19:34,07/07/2026,
Tillikum,Lopez,Orcas,19:45,19:45,20:03,07/07/2026,
Tillikum,Orcas,Friday Harbor,20:15,20:15,20:54,07/07/2026,
Tillikum,Friday Harbor,Lopez,05:50,06:05,06:45,07/08/2026,
Tillikum,Lopez,Shaw,06:40,07:02,07:26,07/08/2026,
Tillikum,Shaw,Orcas,07:05,07:32,07:40,07/08/2026,
Tillikum,Orcas,Friday Harbor,07:25,07:54,08:39,07/08/2026,
Tillikum,Friday Harbor,Lopez,08:35,08:58,09:40,07/08/2026,
Tillikum,Lopez,Shaw,09:25,09:59,10:17,07/08/2026,
Tillikum,Shaw,Orcas,09:50,10:22,10:30,07/08/2026,
Tillikum,Orcas,Friday Harbor,10:10,10:44,11:27,07/08/2026,
Tillikum,Friday Harbor,Shaw,11:20,11:44,12:27,07/08/2026,
Tillikum,Shaw,Orcas,12:15,12:37,12:45,07/08/2026,
Tillikum,Orcas,Lopez,12:35,13:01,13:21,07/08/2026,
Tillikum,Lopez,Friday Harbor,13:05,13:31,14:11,07/08/2026,
