Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Issaquah,Anacortes,,05:30,05:30,00:00,12/16/2025,
Issaquah,Orcas,,06:50,06:50,00:00,12/16/2025,
Issaquah,Shaw,,07:05,07:07,00:00,12/16/2025,
Issaquah,Lopez,,07:35,07:45,00:00,12/16/2025,
Issaquah,Anacortes,,08:40,08:42,00:00,12/16/2025,
Issaquah,Friday Harbor,Lopez,10:20,10:23,11:02,12/16/2025,
Issaquah,Lopez,Anacortes,10:55,11:14,11:57,12/16/2025,
Issaquah,Anacortes,,11:55,12:11,00:00,12/16/2025,
Issaquah,Shaw,,12:55,13:08,00:00,12/16/2025,
Issaquah,Orcas,,13:30,13:31,00:00,12/16/2025,
Issaquah,Lopez,,14:00,14:01,00:00,12/16/2025,
