Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:15,12/04/2025,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:15,12/04/2025,
