Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:03,05:14,12/27/2025,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:15,12/27/2025,
