Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Issaquah,Anacortes,Friday Harbor,04:05,04:06,05:15,03/25/2026,
Issaquah,Friday Harbor,Lopez,05:40,05:40,06:14,03/25/2026,
Issaquah,Lopez,Anacortes,06:25,06:29,07:14,03/25/2026,
Issaquah,Anacortes,Orcas,07:30,07:34,08:27,03/25/2026,
Issaquah,Orcas,Shaw,08:55,08:55,09:07,03/25/2026,
Issaquah,Shaw,Anacortes,09:10,09:10,10:01,03/25/2026,
Issaquah,Anacortes,Friday Harbor,10:30,10:37,12:03,03/25/2026,
Issaquah,Friday Harbor,Anacortes,12:20,12:28,13:33,03/25/2026,
Issaquah,Anacortes,Lopez,16:20,16:21,17:06,03/25/2026,
Issaquah,Lopez,Friday Harbor,17:15,17:14,18:05,03/25/2026,
Issaquah,Friday Harbor,Lopez,18:20,18:26,18:59,03/25/2026,
Issaquah,Lopez,Anacortes,19:05,19:06,19:47,03/25/2026,
Issaquah,Anacortes,Lopez,20:15,20:15,20:53,03/25/2026,
Issaquah,Lopez,Friday Harbor,21:10,21:10,21:39,03/25/2026,
Issaquah,Friday Harbor,Anacortes,22:05,22:05,23:11,03/25/2026,
Issaquah,Anacortes,Friday Harbor,04:05,04:05,05:13,03/26/2026,
Issaquah,Friday Harbor,Lopez,05:40,05:40,06:14,03/26/2026,
Issaquah,Lopez,Anacortes,06:25,06:29,07:12,03/26/2026,
Issaquah,Anacortes,Orcas,07:30,07:33,08:23,03/26/2026,
Issaquah,Orcas,Shaw,08:55,08:54,09:05,03/26/2026,
Issaquah,Shaw,Anacortes,09:10,09:10,10:06,03/26/2026,
