Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Vashon,Fauntleroy,05:40,05:41,05:56,05/07/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:29,05/07/2026,
Sealth,Vashon,Fauntleroy,06:35,06:37,06:53,05/07/2026,
Sealth,Fauntleroy,Vashon,07:05,07:07,07:24,05/07/2026,
Sealth,Vashon,Southworth,07:30,07:34,07:46,05/07/2026,
Sealth,Southworth,Vashon,07:55,07:58,08:11,05/07/2026,
Sealth,Vashon,Fauntleroy,08:15,08:19,08:34,05/07/2026,
Sealth,Fauntleroy,Southworth,08:45,08:46,09:09,05/07/2026,
Sealth,Southworth,Vashon,09:20,09:20,09:33,05/07/2026,
Sealth,Vashon,Fauntleroy,09:40,09:41,09:56,05/07/2026,
Sealth,Fauntleroy,Vashon,10:10,10:11,10:28,05/07/2026,
Sealth,Vashon,Southworth,10:35,10:35,10:48,05/07/2026,
Sealth,Southworth,Vashon,11:00,11:02,11:15,05/07/2026,
Sealth,Vashon,Fauntleroy,11:20,11:22,11:42,05/07/2026,
Sealth,Fauntleroy,Vashon,11:50,11:53,12:10,05/07/2026,
Sealth,Vashon,Fauntleroy,12:20,12:22,12:37,05/07/2026,
Sealth,Fauntleroy,Vashon,12:50,12:53,13:08,05/07/2026,
Sealth,Vashon,Fauntleroy,15:25,15:30,15:44,05/07/2026,
Sealth,Fauntleroy,Southworth,16:10,16:16,16:42,05/07/2026,
Sealth,Southworth,Vashon,16:45,16:53,17:07,05/07/2026,
Sealth,Vashon,Fauntleroy,17:05,17:19,17:33,05/07/2026,
Sealth,Fauntleroy,Vashon,17:40,17:50,18:06,05/07/2026,
Sealth,Vashon,Southworth,18:05,18:14,18:26,05/07/2026,
Sealth,Southworth,Vashon,18:25,18:35,18:48,05/07/2026,
Sealth,Vashon,Fauntleroy,18:45,18:56,19:10,05/07/2026,
Sealth,Fauntleroy,Vashon,19:15,19:21,19:37,05/07/2026,
Sealth,Vashon,Southworth,19:40,19:44,19:55,05/07/2026,
Sealth,Southworth,Vashon,20:00,20:05,20:22,05/07/2026,
Sealth,Vashon,Fauntleroy,20:20,20:29,20:44,05/07/2026,
Sealth,Fauntleroy,Vashon,20:50,20:55,21:10,05/07/2026,
Sealth,Vashon,Southworth,21:15,21:16,21:27,05/07/2026,
Sealth,Vashon,Fauntleroy,05:40,05:41,05:57,05/08/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:26,05/08/2026,
Sealth,Vashon,Fauntleroy,06:35,06:36,06:53,05/08/2026,
Sealth,Fauntleroy,Vashon,07:05,07:05,07:24,05/08/2026,
Sealth,Vashon,Southworth,07:30,07:31,07:43,05/08/2026,
Sealth,Southworth,Vashon,07:55,07:55,08:09,05/08/2026,
Sealth,Vashon,Fauntleroy,08:15,08:16,08:34,05/08/2026,
Sealth,Fauntleroy,Southworth,08:45,08:46,09:09,05/08/2026,
Sealth,Southworth,Vashon,09:20,09:20,09:35,05/08/2026,
Sealth,Vashon,Fauntleroy,09:40,09:43,10:00,05/08/2026,
Sealth,Fauntleroy,Vashon,10:10,10:12,10:30,05/08/2026,
Sealth,Vashon,Southworth,10:35,10:36,10:49,05/08/2026,
Sealth,Southworth,Vashon,11:00,11:00,11:14,05/08/2026,
Sealth,Vashon,Fauntleroy,11:20,11:21,11:42,05/08/2026,
Sealth,Fauntleroy,Vashon,11:50,11:51,12:07,05/08/2026,
Sealth,Vashon,Fauntleroy,12:20,12:21,12:36,05/08/2026,
