Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Vashon,Fauntleroy,05:40,05:41,05:58,07/10/2026,
Kitsap,Fauntleroy,Vashon,06:10,06:11,06:24,07/10/2026,
Kitsap,Vashon,Fauntleroy,06:35,06:36,06:50,07/10/2026,
Kitsap,Fauntleroy,Vashon,07:05,07:05,07:20,07/10/2026,
Kitsap,Vashon,Southworth,07:30,07:30,07:41,07/10/2026,
Kitsap,Southworth,Vashon,07:55,07:57,08:09,07/10/2026,
Kitsap,Vashon,Fauntleroy,08:15,08:17,08:34,07/10/2026,
Kitsap,Fauntleroy,Southworth,08:45,08:46,09:06,07/10/2026,
Kitsap,Southworth,Vashon,09:20,09:22,09:34,07/10/2026,
Kitsap,Vashon,Fauntleroy,09:40,09:47,10:02,07/10/2026,
Kitsap,Fauntleroy,Vashon,10:10,10:18,10:32,07/10/2026,
Kitsap,Vashon,Southworth,10:35,10:42,10:53,07/10/2026,
Kitsap,Southworth,Vashon,11:00,11:04,11:16,07/10/2026,
Kitsap,Vashon,Fauntleroy,11:20,11:23,11:44,07/10/2026,
Kitsap,Fauntleroy,Vashon,11:50,11:55,12:09,07/10/2026,
Kitsap,Vashon,Fauntleroy,12:20,12:21,12:36,07/10/2026,
Kitsap,Fauntleroy,Vashon,12:50,12:51,13:04,07/10/2026,
Kitsap,Vashon,Fauntleroy,14:15,14:17,14:31,07/10/2026,
Kitsap,Fauntleroy,Vashon,14:45,14:47,15:00,07/10/2026,
Kitsap,Vashon,Fauntleroy,15:25,15:26,15:42,07/10/2026,
Kitsap,Fauntleroy,Southworth,16:10,16:12,16:38,07/10/2026,
Kitsap,Southworth,Vashon,16:45,16:54,17:08,07/10/2026,
Kitsap,Vashon,Fauntleroy,17:05,17:21,17:35,07/10/2026,
Kitsap,Fauntleroy,Vashon,17:40,17:55,18:09,07/10/2026,
Kitsap,Vashon,Southworth,18:05,18:21,18:32,07/10/2026,
Kitsap,Southworth,Vashon,18:25,18:42,18:55,07/10/2026,
Kitsap,Vashon,Fauntleroy,18:45,19:05,19:20,07/10/2026,
Kitsap,Fauntleroy,Vashon,19:35,19:37,19:51,07/10/2026,
Kitsap,Vashon,Southworth,19:40,20:02,20:12,07/10/2026,
Kitsap,Southworth,Vashon,20:00,20:25,20:37,07/10/2026,
Kitsap,Vashon,Fauntleroy,20:20,20:48,21:03,07/10/2026,
Kitsap,Vashon,Southworth,21:15,21:42,21:52,07/10/2026,
Kitsap,Fauntleroy,Vashon,21:15,21:17,21:32,07/10/2026,
Kitsap,Southworth,Vashon,21:30,22:04,22:17,07/10/2026,
Kitsap,Vashon,Southworth,11:25,11:25,11:36,07/11/2026,
Kitsap,Southworth,Vashon,11:45,11:49,12:01,07/11/2026,
Kitsap,Vashon,Fauntleroy,12:10,12:11,12:31,07/11/2026,
Kitsap,Fauntleroy,Vashon,12:45,12:55,13:09,07/11/2026,
