Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Chimacum,Colman,Bremerton,00:50,00:54,01:49,06/13/2026,
Chimacum,Bremerton,Colman,06:20,06:22,07:17,06/13/2026,
Chimacum,Colman,Bremerton,07:35,07:36,08:36,06/13/2026,
Chimacum,Bremerton,Colman,08:45,08:49,09:46,06/13/2026,
Chimacum,Colman,Bremerton,10:00,10:03,10:59,06/13/2026,
Chimacum,Bremerton,Colman,11:10,11:15,12:16,06/13/2026,
Chimacum,Colman,Bremerton,12:20,12:33,13:28,06/13/2026,
Chimacum,Bremerton,Colman,13:30,13:41,14:41,06/13/2026,
Chimacum,Colman,Bremerton,14:50,14:56,15:53,06/13/2026,
Chimacum,Bremerton,Colman,16:15,16:19,17:16,06/13/2026,
Chimacum,Colman,Bremerton,17:30,17:36,18:32,06/13/2026,
Chimacum,Bremerton,Colman,18:40,18:51,19:48,06/13/2026,
Chimacum,Colman,Bremerton,19:50,20:01,20:57,06/13/2026,
Chimacum,Bremerton,Colman,21:00,21:07,22:04,06/13/2026,
Chimacum,Colman,Bremerton,22:30,22:33,23:29,06/13/2026,
Chimacum,Bremerton,Colman,23:40,23:42,00:38,06/13/2026,
Chimacum,Colman,Bremerton,00:50,00:52,01:46,06/14/2026,
Chimacum,Bremerton,Colman,06:20,06:23,07:18,06/14/2026,
Chimacum,Colman,Bremerton,07:35,07:37,08:43,06/14/2026,
Chimacum,Bremerton,Colman,08:45,09:01,09:57,06/14/2026,
Chimacum,Colman,Bremerton,10:00,10:11,11:09,06/14/2026,
Chimacum,Bremerton,Colman,11:10,11:24,12:21,06/14/2026,
Chimacum,Colman,Bremerton,12:20,12:35,13:30,06/14/2026,
