Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:12,12/26/2025,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:16,12/26/2025,
