Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:34,07:01,01/21/2026,
Kennewick,Keystone,Port Townsend,07:15,07:18,07:43,01/21/2026,
Kennewick,Port Townsend,Keystone,08:00,08:00,08:28,01/21/2026,
Kennewick,Keystone,Port Townsend,08:45,08:45,09:11,01/21/2026,
Kennewick,Port Townsend,Keystone,09:30,09:48,10:06,01/21/2026,
Kennewick,Keystone,Port Townsend,10:15,10:30,10:48,01/21/2026,
Kennewick,Port Townsend,Keystone,11:00,11:06,11:32,01/21/2026,
Kennewick,Keystone,Port Townsend,11:45,11:49,12:15,01/21/2026,
Kennewick,Port Townsend,Keystone,12:30,12:32,12:59,01/21/2026,
Kennewick,Keystone,Port Townsend,13:15,13:16,13:44,01/21/2026,
Kennewick,Port Townsend,Keystone,14:00,14:00,14:27,01/21/2026,
Kennewick,Keystone,Port Townsend,14:45,14:46,15:16,01/21/2026,
