Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:10,06:57,09/15/2026,
Yakima,Lopez,Friday Harbor,07:00,07:04,07:36,09/15/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:11,09:25,09/15/2026,
Yakima,Anacortes,Lopez,09:35,09:49,10:31,09/15/2026,
Yakima,Lopez,Anacortes,10:45,10:55,11:41,09/15/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:00,13:14,09/15/2026,
Yakima,Friday Harbor,Lopez,13:55,13:55,14:26,09/15/2026,
Yakima,Lopez,Anacortes,14:40,14:40,15:23,09/15/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:46,18:02,09/15/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:35,19:45,09/15/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:15,21:22,09/15/2026,
Yakima,Friday Harbor,Orcas,21:50,21:51,22:29,09/15/2026,
Yakima,Lopez,Anacortes,23:20,23:20,00:04,09/15/2026,
Yakima,Anacortes,Lopez,06:10,06:16,06:58,09/16/2026,
Yakima,Friday Harbor,Anacortes,08:05,09:32,10:43,09/16/2026,
Yakima,Anacortes,Friday Harbor,12:00,11:59,13:06,09/16/2026,
Yakima,Friday Harbor,Lopez,13:55,13:58,14:35,09/16/2026,
Yakima,Lopez,Anacortes,14:40,14:52,15:37,09/16/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:45,17:58,09/16/2026,
