Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,05:30,05:36,05:59,12/02/2025,
Spokane,Edmonds,Kingston,06:15,06:17,06:40,12/02/2025,
Spokane,Kingston,Edmonds,07:00,07:02,07:29,12/02/2025,
Spokane,Edmonds,Kingston,07:55,07:56,08:18,12/02/2025,
Spokane,Kingston,Edmonds,08:40,08:42,09:07,12/02/2025,
Spokane,Edmonds,Kingston,09:35,09:36,09:58,12/02/2025,
Spokane,Kingston,Edmonds,10:20,10:22,10:43,12/02/2025,
Spokane,Edmonds,Kingston,11:05,11:05,11:26,12/02/2025,
Spokane,Kingston,Edmonds,11:55,11:58,12:19,12/02/2025,
Spokane,Edmonds,Kingston,12:40,12:41,13:04,12/02/2025,
