Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,04:45,04:46,05:08,05/04/2026,
Spokane,Edmonds,Kingston,05:35,05:36,05:58,05/04/2026,
Spokane,Kingston,Edmonds,06:25,06:27,06:50,05/04/2026,
Spokane,Edmonds,Kingston,07:10,07:13,07:34,05/04/2026,
Spokane,Kingston,Edmonds,07:55,07:56,08:18,05/04/2026,
Spokane,Edmonds,Kingston,08:50,08:52,09:14,05/04/2026,
Spokane,Kingston,Edmonds,09:35,09:35,09:58,05/04/2026,
Spokane,Edmonds,Kingston,10:20,10:22,10:43,05/04/2026,
Spokane,Kingston,Edmonds,11:05,11:07,11:29,05/04/2026,
Spokane,Edmonds,Kingston,11:55,11:55,12:17,05/04/2026,
Spokane,Kingston,Edmonds,12:45,12:48,13:10,05/04/2026,
Spokane,Edmonds,Kingston,13:35,13:37,13:59,05/04/2026,
Spokane,Kingston,Edmonds,14:30,14:31,14:53,05/04/2026,
Spokane,Edmonds,Kingston,15:15,15:17,15:39,05/04/2026,
Spokane,Kingston,Edmonds,16:00,16:01,16:23,05/04/2026,
Spokane,Edmonds,Kingston,16:45,16:47,17:09,05/04/2026,
Spokane,Kingston,Edmonds,17:30,17:30,17:56,05/04/2026,
Spokane,Edmonds,Kingston,18:15,18:18,18:39,05/04/2026,
Spokane,Kingston,Edmonds,19:00,19:00,19:27,05/04/2026,
Spokane,Edmonds,Kingston,19:40,19:41,20:03,05/04/2026,
Spokane,Kingston,Edmonds,20:20,20:21,20:43,05/04/2026,
Spokane,Edmonds,Kingston,21:05,21:08,21:29,05/04/2026,
Spokane,Kingston,Edmonds,21:40,21:43,22:04,05/04/2026,
Spokane,Edmonds,Kingston,22:25,22:26,22:48,05/04/2026,
Spokane,Kingston,Edmonds,23:10,23:11,23:32,05/04/2026,
Spokane,Edmonds,Kingston,23:45,23:46,00:08,05/04/2026,
Spokane,Kingston,Edmonds,04:45,04:45,05:08,05/05/2026,
Spokane,Edmonds,Kingston,05:35,05:36,05:57,05/05/2026,
Spokane,Kingston,Edmonds,06:25,06:26,06:47,05/05/2026,
Spokane,Edmonds,Kingston,07:10,07:11,07:32,05/05/2026,
Spokane,Kingston,Edmonds,07:55,07:57,08:19,05/05/2026,
Spokane,Edmonds,Kingston,08:50,08:51,09:14,05/05/2026,
