Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:10,06:52,07/27/2026,
Yakima,Lopez,Friday Harbor,07:00,07:01,07:34,07/27/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:16,09:26,07/27/2026,
Yakima,Anacortes,Lopez,09:35,09:54,10:37,07/27/2026,
Yakima,Lopez,Anacortes,10:45,11:05,11:50,07/27/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:23,13:34,07/27/2026,
Yakima,Friday Harbor,Lopez,14:20,14:17,14:49,07/27/2026,
Yakima,Lopez,Anacortes,14:40,15:01,15:50,07/27/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:59,18:06,07/27/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:38,19:55,07/27/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:26,21:32,07/27/2026,
Yakima,Friday Harbor,Orcas,21:50,21:53,22:32,07/27/2026,
Yakima,Orcas,Shaw,22:45,22:45,22:54,07/27/2026,
Yakima,Shaw,Lopez,22:55,22:57,23:11,07/27/2026,
Yakima,Lopez,Anacortes,23:20,23:34,00:18,07/27/2026,
Yakima,Anacortes,Lopez,06:10,06:10,07:05,07/28/2026,
Yakima,Lopez,Friday Harbor,07:00,07:11,07:44,07/28/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:22,09:33,07/28/2026,
Yakima,Anacortes,Lopez,09:35,09:55,10:37,07/28/2026,
Yakima,Lopez,Anacortes,10:45,11:00,11:45,07/28/2026,
