Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Anacortes,Friday Harbor,04:05,04:05,05:12,04/15/2026,
Sealth,Friday Harbor,Lopez,05:40,05:40,06:13,04/15/2026,
Sealth,Lopez,Anacortes,06:25,06:25,07:06,04/15/2026,
Sealth,Anacortes,Orcas,07:30,07:30,08:22,04/15/2026,
Sealth,Orcas,Shaw,08:55,08:55,09:06,04/15/2026,
Sealth,Shaw,Anacortes,09:10,09:14,11:01,04/15/2026,
Sealth,Lopez,Anacortes,14:00,13:51,14:42,04/15/2026,
Sealth,Anacortes,Lopez,16:20,16:35,17:27,04/15/2026,
Sealth,Friday Harbor,Lopez,18:20,18:44,19:20,04/15/2026,
Sealth,Lopez,Anacortes,19:05,19:28,20:13,04/15/2026,
Sealth,Anacortes,Lopez,20:15,20:33,21:13,04/15/2026,
Sealth,Lopez,Friday Harbor,21:10,21:19,21:52,04/15/2026,
Sealth,Friday Harbor,Anacortes,22:05,22:05,23:10,04/15/2026,
Sealth,Anacortes,Friday Harbor,04:05,04:11,05:18,04/16/2026,
Sealth,Friday Harbor,Lopez,05:40,05:40,06:14,04/16/2026,
Sealth,Lopez,Anacortes,06:25,06:30,07:13,04/16/2026,
Sealth,Anacortes,Orcas,07:30,07:33,08:27,04/16/2026,
Sealth,Orcas,Shaw,08:55,08:58,09:10,04/16/2026,
Sealth,Shaw,Anacortes,09:10,09:14,10:06,04/16/2026,
Sealth,Anacortes,Friday Harbor,10:30,10:30,11:39,04/16/2026,
Sealth,Friday Harbor,Anacortes,12:20,12:44,13:55,04/16/2026,
Sealth,Anacortes,Lopez,13:55,14:16,14:59,04/16/2026,
Sealth,Lopez,Anacortes,15:05,15:15,16:00,04/16/2026,
