Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Pt. Defiance,Tahlequah,05:05,05:09,05:20,01/07/2026,
Salish,Tahlequah,Pt. Defiance,05:30,05:31,05:42,01/07/2026,
