Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:30,06:58,01/05/2026,
Kennewick,Keystone,Port Townsend,07:15,07:17,07:43,01/05/2026,
