Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Pt. Defiance,Tahlequah,05:05,05:10,05:21,01/05/2026,
Salish,Tahlequah,Pt. Defiance,05:30,05:31,05:43,01/05/2026,
