Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:19,07:01,06/18/2026,
Yakima,Lopez,Friday Harbor,07:00,07:09,07:40,06/18/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:15,09:24,06/18/2026,
Yakima,Anacortes,Lopez,09:35,09:46,10:27,06/18/2026,
Yakima,Lopez,Anacortes,10:45,10:54,11:40,06/18/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:09,13:18,06/18/2026,
Yakima,Friday Harbor,Lopez,13:55,14:07,14:38,06/18/2026,
Yakima,Lopez,Anacortes,14:40,15:04,15:47,06/18/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:47,18:03,06/18/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:37,19:49,06/18/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:15,21:20,06/18/2026,
Yakima,Friday Harbor,Orcas,21:50,21:50,22:29,06/18/2026,
Yakima,Orcas,Shaw,22:45,22:45,22:53,06/18/2026,
Yakima,Shaw,Lopez,22:55,22:59,23:13,06/18/2026,
Yakima,Lopez,Anacortes,23:20,23:20,00:09,06/18/2026,
