Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Puyallup,Bainbridge,Colman,05:20,05:25,05:57,04/04/2026,
Puyallup,Colman,Bainbridge,06:10,06:12,06:45,04/04/2026,
Puyallup,Bainbridge,Colman,07:05,07:05,07:38,04/04/2026,
Puyallup,Colman,Bainbridge,07:55,07:56,08:29,04/04/2026,
Puyallup,Bainbridge,Colman,08:45,08:46,09:21,04/04/2026,
Puyallup,Colman,Bainbridge,09:35,09:41,10:14,04/04/2026,
Puyallup,Bainbridge,Colman,10:25,10:35,11:09,04/04/2026,
Puyallup,Colman,Bainbridge,11:25,11:35,12:07,04/04/2026,
Puyallup,Bainbridge,Colman,12:20,12:32,13:05,04/04/2026,
Puyallup,Colman,Bainbridge,13:15,13:29,14:03,04/04/2026,
Puyallup,Bainbridge,Colman,14:10,14:31,15:03,04/04/2026,
Puyallup,Colman,Bainbridge,15:05,15:28,16:01,04/04/2026,
Puyallup,Bainbridge,Colman,15:55,16:27,16:58,04/04/2026,
Puyallup,Colman,Bainbridge,16:45,17:26,17:58,04/04/2026,
Puyallup,Bainbridge,Colman,18:30,18:26,18:57,04/04/2026,
Puyallup,Colman,,19:20,19:23,00:00,04/04/2026,
Puyallup,Bainbridge,Colman,20:10,20:20,20:53,04/04/2026,
Puyallup,Colman,Bainbridge,21:00,21:21,21:53,04/04/2026,
Puyallup,Bainbridge,Colman,21:45,22:07,22:39,04/04/2026,
Puyallup,Colman,Bainbridge,22:40,22:51,23:27,04/04/2026,
Puyallup,Bainbridge,Colman,00:00,00:03,00:35,04/05/2026,
Puyallup,Colman,Bainbridge,00:45,00:48,01:20,04/05/2026,
Puyallup,Bainbridge,Colman,01:25,01:30,02:05,04/05/2026,
Puyallup,Colman,Bainbridge,02:10,02:23,02:54,04/05/2026,
Puyallup,Bainbridge,Colman,05:20,05:21,05:54,04/05/2026,
Puyallup,Colman,Bainbridge,06:10,06:10,06:44,04/05/2026,
Puyallup,Bainbridge,Colman,07:05,07:08,07:40,04/05/2026,
Puyallup,Colman,Bainbridge,07:55,07:56,08:29,04/05/2026,
Puyallup,Bainbridge,Colman,08:45,08:45,09:20,04/05/2026,
Puyallup,Colman,Bainbridge,09:35,09:37,10:10,04/05/2026,
Puyallup,Bainbridge,Colman,10:25,10:25,11:00,04/05/2026,
Puyallup,Colman,Bainbridge,11:25,11:31,12:06,04/05/2026,
Puyallup,Bainbridge,Colman,12:20,12:28,12:59,04/05/2026,
Puyallup,Colman,Bainbridge,13:15,13:19,13:55,04/05/2026,
