Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Port Townsend,Keystone,06:30,06:30,06:57,05/31/2026,
Salish,Keystone,Port Townsend,07:15,07:15,07:43,05/31/2026,
Salish,Port Townsend,Keystone,09:35,09:35,10:02,05/31/2026,
Salish,Keystone,Port Townsend,10:15,10:22,10:49,05/31/2026,
Salish,Port Townsend,Keystone,11:00,11:03,11:30,05/31/2026,
Salish,Keystone,Port Townsend,11:45,11:45,12:12,05/31/2026,
Salish,Port Townsend,Keystone,12:30,12:30,12:57,05/31/2026,
Salish,Keystone,Port Townsend,13:15,13:15,13:43,05/31/2026,
Salish,Port Townsend,Keystone,14:00,14:01,14:29,05/31/2026,
Salish,Keystone,Port Townsend,14:45,14:46,15:17,05/31/2026,
Salish,Port Townsend,Keystone,15:30,15:31,15:59,05/31/2026,
Salish,Keystone,Port Townsend,16:15,16:15,16:45,05/31/2026,
Salish,Port Townsend,Keystone,17:15,17:14,17:41,05/31/2026,
Salish,Keystone,Port Townsend,18:00,18:00,18:29,05/31/2026,
Salish,Port Townsend,Keystone,18:45,18:45,19:13,05/31/2026,
Salish,Keystone,Port Townsend,19:30,19:30,19:59,05/31/2026,
Salish,Port Townsend,Keystone,20:30,20:30,20:58,05/31/2026,
Salish,Keystone,Port Townsend,21:10,21:10,21:38,05/31/2026,
Salish,Port Townsend,Keystone,22:00,22:00,22:27,05/31/2026,
Salish,Keystone,Port Townsend,22:40,22:40,23:08,05/31/2026,
Salish,Port Townsend,Keystone,06:30,06:31,06:58,06/01/2026,
Salish,Keystone,Port Townsend,07:15,07:16,07:42,06/01/2026,
Salish,Port Townsend,Keystone,08:00,08:00,08:29,06/01/2026,
Salish,Keystone,Port Townsend,08:45,08:45,09:14,06/01/2026,
Salish,Port Townsend,Keystone,11:00,11:01,11:29,06/01/2026,
Salish,Keystone,Port Townsend,11:45,11:48,12:16,06/01/2026,
Salish,Port Townsend,Keystone,12:30,12:31,12:58,06/01/2026,
Salish,Keystone,Port Townsend,13:15,13:15,13:42,06/01/2026,
Salish,Port Townsend,Keystone,14:00,14:00,14:27,06/01/2026,
